support,itemsets
0.04946007199040128,frozenset(['herb & pepper'])
0.047460338621517134,frozenset(['honey'])
0.03239568057592321,frozenset(['hot dogs'])
0.01559792027729636,frozenset(['light cream'])
0.027196373816824423,frozenset(['light mayo'])
0.07652313024930009,frozenset(['low fat yogurt'])
0.010931875749900012,frozenset(['magazines'])
0.0061325156645780565,frozenset(['mayonnaise'])
0.020930542594320756,frozenset(['meatballs'])
0.011998400213304892,frozenset(['melons'])
0.12958272230369283,frozenset(['milk'])
0.23836821757099053,frozenset(['mineral water'])
0.0174643380882549,frozenset(['mint'])
0.005599253432875617,frozenset(['mint green tea'])
0.024130115984535395,frozenset(['muffins'])
0.019064124783362217,frozenset(['mushroom cream sauce'])
0.9998666844420744,frozenset(['nan'])
0.010398613518197574,frozenset(['nonfat milk'])
0.023063591521130515,frozenset(['oil'])
0.0658578856152513,frozenset(['olive oil'])
0.09505399280095987,frozenset(['pancakes'])
0.01986401813091588,frozenset(['parmesan cheese'])
0.01573123583522197,frozenset(['pasta'])
0.026529796027196375,frozenset(['pepper'])
0.006532462338354886,frozenset(['pet food'])
0.005999200106652446,frozenset(['pickles'])
0.01853086255165978,frozenset(['protein bar'])
0.028129582722303693,frozenset(['red wine'])
0.018797493667511,frozenset(['rice'])
0.004932675643247567,frozenset(['salad'])
0.04252766297826956,frozenset(['salmon'])
0.009198773496867084,frozenset(['salt'])
0.004532728969470737,frozenset(['sandwich'])
0.007732302359685375,frozenset(['shallot'])
0.004932675643247567,frozenset(['shampoo'])
0.07145713904812692,frozenset(['shrimp'])
0.006265831222503666,frozenset(['soda'])
0.05052659645380616,frozenset(['soup'])
0.17411011865084655,frozenset(['spaghetti'])
0.006265831222503666,frozenset(['sparkling water'])
0.007065724570057326,frozenset(['spinach'])
0.021330489268097587,frozenset(['strawberries'])
0.007732302359685375,frozenset(['strong cheese'])
0.030395947207039063,frozenset(['tomato juice'])
0.014131449140114652,frozenset(['tomato sauce'])
0.06839088121583789,frozenset(['tomatoes'])
0.008132249033462205,frozenset(['toothpaste'])
0.06252499666711105,frozenset(['turkey'])
0.025729902679642713,frozenset(['vegetables mix'])
0.01653112918277563,frozenset(['white wine'])
0.009332089054792695,frozenset(['whole weat flour'])
0.029462738301559793,frozenset(['whole wheat pasta'])
0.058525529929342755,frozenset(['whole wheat rice'])
0.011465137981602452,frozenset(['yams'])
0.027329689374750034,frozenset(['yogurt cake'])
0.009465404612718305,frozenset(['zucchini'])
0.005199306759098787,"frozenset(['burgers', 'almonds'])"
0.005999200106652446,"frozenset(['almonds', 'chocolate'])"
0.006532462338354886,"frozenset(['eggs', 'almonds'])"
0.005065991201173177,"frozenset(['almonds', 'green tea'])"
0.005199306759098787,"frozenset(['almonds', 'milk'])"
0.007598986801759766,"frozenset(['mineral water', 'almonds'])"
0.020263964804692707,"frozenset(['almonds', 'nan'])"
0.005999200106652446,"frozenset(['almonds', 'spaghetti'])"
0.008798826823090255,"frozenset(['antioxydant juice', 'nan'])"
0.004666044527396347,"frozenset(['asparagus', 'nan'])"
0.004532728969470737,"frozenset(['burgers', 'avocado'])"
0.007065724570057326,"frozenset(['avocado', 'chocolate'])"
0.005599253432875617,"frozenset(['eggs', 'avocado'])"
0.007998933475536596,"frozenset(['avocado', 'french fries'])"
0.005065991201173177,"frozenset(['frozen smoothie', 'avocado'])"
0.004666044527396347,"frozenset(['frozen vegetables', 'avocado'])"
0.006265831222503666,"frozenset(['avocado', 'green tea'])"
0.007465671243834155,"frozenset(['avocado', 'milk'])"
0.011598453539528063,"frozenset(['mineral water', 'avocado'])"
0.03319557392347687,"frozenset(['nan', 'avocado'])"
0.007998933475536596,"frozenset(['spaghetti', 'avocado'])"
0.004532728969470737,"frozenset(['nan', 'babies food'])"
0.008665511265164644,"frozenset(['bacon', 'nan'])"
0.010798560191974404,"frozenset(['barbecue sauce', 'nan'])"
0.004932675643247567,"frozenset(['eggs', 'black tea'])"
0.005332622317024397,"frozenset(['mineral water', 'black tea'])"
0.014264764698040262,"frozenset(['nan', 'black tea'])"
0.004532728969470737,"frozenset(['spaghetti', 'black tea'])"
0.009198773496867084,"frozenset(['blueberries', 'nan'])"
0.011465137981602452,"frozenset(['body spray', 'nan'])"
0.005465937874950006,"frozenset(['cake', 'brownies'])"
0.004932675643247567,"frozenset(['brownies', 'chocolate'])"
0.007332355685908546,"frozenset(['eggs', 'brownies'])"
0.007865617917610986,"frozenset(['french fries', 'brownies'])"
0.006665777896280496,"frozenset(['brownies', 'green tea'])"
0.004932675643247567,"frozenset(['brownies', 'ground beef'])"
0.005465937874950006,"frozenset(['brownies', 'milk'])"
0.009598720170643914,"frozenset(['mineral water', 'brownies'])"
0.03372883615517931,"frozenset(['nan', 'brownies'])"
0.005465937874950006,"frozenset(['pancakes', 'brownies'])"
0.007332355685908546,"frozenset(['spaghetti', 'brownies'])"
0.008665511265164644,"frozenset(['nan', 'bug spray'])"
0.005865884548726837,"frozenset(['nan', 'burger sauce'])"
0.011465137981602452,"frozenset(['cake', 'burgers'])"
0.006265831222503666,"frozenset(['burgers', 'chicken'])"
0.017064391414478068,"frozenset(['burgers', 'chocolate'])"
0.005599253432875617,"frozenset(['burgers', 'cookies'])"
0.005732568990801226,"frozenset(['burgers', 'cooking oil'])"
0.02879616051193174,"frozenset(['burgers', 'eggs'])"
0.007065724570057326,"frozenset(['burgers', 'escalope'])"
0.021997067057725635,"frozenset(['burgers', 'french fries'])"
0.007199040127982935,"frozenset(['frozen smoothie', 'burgers'])"
0.010531929076123183,"frozenset(['burgers', 'frozen vegetables'])"
0.005465937874950006,"frozenset(['burgers', 'grated cheese'])"
0.0174643380882549,"frozenset(['burgers', 'green tea'])"
0.011998400213304892,"frozenset(['burgers', 'ground beef'])"
0.005599253432875617,"frozenset(['burgers', 'ham'])"
0.006265831222503666,"frozenset(['honey', 'burgers'])"
0.006665777896280496,"frozenset(['burgers', 'low fat yogurt'])"
0.01786428476203173,"frozenset(['burgers', 'milk'])"
0.024396747100386616,"frozenset(['burgers', 'mineral water'])"
0.0871883748833489,"frozenset(['burgers', 'nan'])"
0.006399146780429276,"frozenset(['olive oil', 'burgers'])"
0.010531929076123183,"frozenset(['pancakes', 'burgers'])"
0.004532728969470737,"frozenset(['burgers', 'salmon'])"
0.008798826823090255,"frozenset(['burgers', 'shrimp'])"
0.006265831222503666,"frozenset(['soup', 'burgers'])"
0.021463804826023197,"frozenset(['burgers', 'spaghetti'])"
0.008265564591387815,"frozenset(['burgers', 'tomatoes'])"
0.010665244634048793,"frozenset(['turkey', 'burgers'])"
0.008932142381015865,"frozenset(['burgers', 'whole wheat rice'])"
0.008265564591387815,"frozenset(['butter', 'chocolate'])"
0.0061325156645780565,"frozenset(['butter', 'eggs'])"
0.0061325156645780565,"frozenset(['butter', 'french fries'])"
0.007332355685908546,"frozenset(['butter', 'green tea'])"
0.0061325156645780565,"frozenset(['butter', 'milk'])"
0.030129316091187842,"frozenset(['butter', 'nan'])"
0.006265831222503666,"frozenset(['butter', 'spaghetti'])"
0.006532462338354886,"frozenset(['cake', 'chicken'])"
0.013598186908412212,"frozenset(['cake', 'chocolate'])"
0.004932675643247567,"frozenset(['cake', 'cooking oil'])"
0.019064124783362217,"frozenset(['cake', 'eggs'])"
0.01786428476203173,"frozenset(['cake', 'french fries'])"
0.006399146780429276,"frozenset(['cake', 'frozen smoothie'])"
0.010265297960271964,"frozenset(['cake', 'frozen vegetables'])"
0.004799360085321957,"frozenset(['cake', 'grated cheese'])"
0.014131449140114652,"frozenset(['cake', 'green tea'])"
0.008132249033462205,"frozenset(['cake', 'ground beef'])"
0.004532728969470737,"frozenset(['cake', 'herb & pepper'])"
0.006932409012131715,"frozenset(['cake', 'low fat yogurt'])"
0.013331555792560993,"frozenset(['cake', 'milk'])"
0.027463004932675644,"frozenset(['cake', 'mineral water'])"
0.08105585921877083,"frozenset(['cake', 'nan'])"
0.006532462338354886,"frozenset(['cake', 'olive oil'])"
0.011865084655379284,"frozenset(['cake', 'pancakes'])"
0.007598986801759766,"frozenset(['cake', 'shrimp'])"
0.0061325156645780565,"frozenset(['cake', 'soup'])"
0.018130915877882948,"frozenset(['cake', 'spaghetti'])"
0.008398880149313425,"frozenset(['cake', 'tomatoes'])"
0.006932409012131715,"frozenset(['cake', 'turkey'])"
0.007732302359685375,"frozenset(['cake', 'whole wheat rice'])"
0.009732035728569524,"frozenset(['nan', 'candy bars'])"
0.005332622317024397,"frozenset(['mineral water', 'carrots'])"
0.01533128916144514,"frozenset(['carrots', 'nan'])"
0.004666044527396347,"frozenset(['carrots', 'spaghetti'])"
0.004799360085321957,"frozenset(['nan', 'cauliflower'])"
0.005599253432875617,"frozenset(['cereals', 'chocolate'])"
0.004799360085321957,"frozenset(['cereals', 'french fries'])"
0.006532462338354886,"frozenset(['cereals', 'green tea'])"
0.004532728969470737,"frozenset(['cereals', 'ground beef'])"
0.007065724570057326,"frozenset(['cereals', 'milk'])"
0.010265297960271964,"frozenset(['mineral water', 'cereals'])"
0.025729902679642713,"frozenset(['nan', 'cereals'])"
0.004666044527396347,"frozenset(['pancakes', 'cereals'])"
0.006665777896280496,"frozenset(['spaghetti', 'cereals'])"
0.011598453539528063,"frozenset(['champagne', 'chocolate'])"
0.006665777896280496,"frozenset(['eggs', 'champagne'])"
0.009332089054792695,"frozenset(['champagne', 'french fries'])"
0.004666044527396347,"frozenset(['frozen smoothie', 'champagne'])"
0.004799360085321957,"frozenset(['frozen vegetables', 'champagne'])"
0.008265564591387815,"frozenset(['champagne', 'green tea'])"
0.005332622317024397,"frozenset(['champagne', 'milk'])"
0.007465671243834155,"frozenset(['mineral water', 'champagne'])"
0.04679376083188908,"frozenset(['champagne', 'nan'])"
0.005065991201173177,"frozenset(['pancakes', 'champagne'])"
0.006665777896280496,"frozenset(['champagne', 'spaghetti'])"
0.014664711371817091,"frozenset(['chicken', 'chocolate'])"
0.006799093454206106,"frozenset(['chicken', 'cooking oil'])"
0.01439808025596587,"frozenset(['eggs', 'chicken'])"
0.011065191307825623,"frozenset(['chicken', 'french fries'])"
0.005199306759098787,"frozenset(['chicken', 'fresh bread'])"
0.006665777896280496,"frozenset(['frozen smoothie', 'chicken'])"
0.008932142381015865,"frozenset(['chicken', 'frozen vegetables'])"
0.011865084655379284,"frozenset(['chicken', 'green tea'])"
0.009465404612718305,"frozenset(['chicken', 'ground beef'])"
0.004932675643247567,"frozenset(['chicken', 'herb & pepper'])"
0.004532728969470737,"frozenset(['chicken', 'light cream'])"
0.014798026929742702,"frozenset(['chicken', 'milk'])"
0.022796960405279298,"frozenset(['mineral water', 'chicken'])"
0.05999200106652446,"frozenset(['chicken', 'nan'])"
0.007199040127982935,"frozenset(['olive oil', 'chicken'])"
0.009065457938941474,"frozenset(['pancakes', 'chicken'])"
0.006265831222503666,"frozenset(['chicken', 'shrimp'])"
0.005999200106652446,"frozenset(['soup', 'chicken'])"
0.01719770697240368,"frozenset(['chicken', 'spaghetti'])"
0.006399146780429276,"frozenset(['chicken', 'tomatoes'])"
0.004799360085321957,"frozenset(['turkey', 'chicken'])"
0.005465937874950006,"frozenset(['chicken', 'whole wheat rice'])"
0.0061325156645780565,"frozenset(['chili', 'nan'])"
0.010398613518197574,"frozenset(['cookies', 'chocolate'])"
0.013598186908412212,"frozenset(['cooking oil', 'chocolate'])"
0.004932675643247567,"frozenset(['cottage cheese', 'chocolate'])"
0.03319557392347687,"frozenset(['eggs', 'chocolate'])"
0.01759765364618051,"frozenset(['escalope', 'chocolate'])"
0.03439541394480736,"frozenset(['french fries', 'chocolate'])"
0.005199306759098787,"frozenset(['french wine', 'chocolate'])"
0.009465404612718305,"frozenset(['fresh bread', 'chocolate'])"
0.004799360085321957,"frozenset(['fresh tuna', 'chocolate'])"
0.01493134248766831,"frozenset(['frozen smoothie', 'chocolate'])"
0.022930275963204905,"frozenset(['frozen vegetables', 'chocolate'])"
0.010931875749900012,"frozenset(['grated cheese', 'chocolate'])"
0.023463538194907346,"frozenset(['green tea', 'chocolate'])"
0.023063591521130515,"frozenset(['ground beef', 'chocolate'])"
0.006265831222503666,"frozenset(['ham', 'chocolate'])"
0.009065457938941474,"frozenset(['herb & pepper', 'chocolate'])"
0.007998933475536596,"frozenset(['honey', 'chocolate'])"
0.005465937874950006,"frozenset(['hot dogs', 'chocolate'])"
0.005065991201173177,"frozenset(['light mayo', 'chocolate'])"
0.014798026929742702,"frozenset(['low fat yogurt', 'chocolate'])"
0.03212904946007199,"frozenset(['milk', 'chocolate'])"
0.05265964538061592,"frozenset(['mineral water', 'chocolate'])"
0.1638448206905746,"frozenset(['nan', 'chocolate'])"
0.0061325156645780565,"frozenset(['oil', 'chocolate'])"
0.01639781362485002,"frozenset(['olive oil', 'chocolate'])"
0.01986401813091588,"frozenset(['pancakes', 'chocolate'])"
0.006399146780429276,"frozenset(['pepper', 'chocolate'])"
0.004932675643247567,"frozenset(['red wine', 'chocolate'])"
0.005332622317024397,"frozenset(['rice', 'chocolate'])"
0.010665244634048793,"frozenset(['salmon', 'chocolate'])"
0.017997600319957337,"frozenset(['shrimp', 'chocolate'])"
0.010131982402346354,"frozenset(['soup', 'chocolate'])"
0.03919477403012932,"frozenset(['spaghetti', 'chocolate'])"
0.005865884548726837,"frozenset(['tomato juice', 'chocolate'])"
0.005065991201173177,"frozenset(['tomato sauce', 'chocolate'])"
0.013998133582189041,"frozenset(['tomatoes', 'chocolate'])"
0.011331822423676844,"frozenset(['turkey', 'chocolate'])"
0.004799360085321957,"frozenset(['vegetables mix', 'chocolate'])"
0.006265831222503666,"frozenset(['whole wheat pasta', 'chocolate'])"
0.011998400213304892,"frozenset(['whole wheat rice', 'chocolate'])"
0.010531929076123183,"frozenset(['nan', 'cider'])"
0.008398880149313425,"frozenset(['nan', 'clothes accessories'])"
0.010531929076123183,"frozenset(['eggs', 'cookies'])"
0.013331555792560993,"frozenset(['cookies', 'french fries'])"
0.011998400213304892,"frozenset(['cookies', 'green tea'])"
0.005332622317024397,"frozenset(['cookies', 'low fat yogurt'])"
0.007465671243834155,"frozenset(['mineral water', 'cookies'])"
0.08038928142914278,"frozenset(['cookies', 'nan'])"
0.005199306759098787,"frozenset(['pancakes', 'cookies'])"
0.007998933475536596,"frozenset(['cookies', 'spaghetti'])"
0.011731769097453673,"frozenset(['eggs', 'cooking oil'])"
0.005332622317024397,"frozenset(['escalope', 'cooking oil'])"
0.007865617917610986,"frozenset(['french fries', 'cooking oil'])"
0.004799360085321957,"frozenset(['frozen smoothie', 'cooking oil'])"
0.006799093454206106,"frozenset(['frozen vegetables', 'cooking oil'])"
0.005732568990801226,"frozenset(['cooking oil', 'grated cheese'])"
0.007065724570057326,"frozenset(['green tea', 'cooking oil'])"
0.008398880149313425,"frozenset(['ground beef', 'cooking oil'])"
0.005332622317024397,"frozenset(['herb & pepper', 'cooking oil'])"
0.006532462338354886,"frozenset(['low fat yogurt', 'cooking oil'])"
0.011465137981602452,"frozenset(['milk', 'cooking oil'])"
0.020130649246767097,"frozenset(['mineral water', 'cooking oil'])"
0.0510598586855086,"frozenset(['nan', 'cooking oil'])"
0.005065991201173177,"frozenset(['olive oil', 'cooking oil'])"
0.007865617917610986,"frozenset(['pancakes', 'cooking oil'])"
0.005999200106652446,"frozenset(['cooking oil', 'shrimp'])"
0.005332622317024397,"frozenset(['soup', 'cooking oil'])"
0.01586455139314758,"frozenset(['spaghetti', 'cooking oil'])"
0.006665777896280496,"frozenset(['tomatoes', 'cooking oil'])"
0.005732568990801226,"frozenset(['turkey', 'cooking oil'])"
0.005465937874950006,"frozenset(['whole wheat rice', 'cooking oil'])"
0.004799360085321957,"frozenset(['corn', 'nan'])"
0.005599253432875617,"frozenset(['cottage cheese', 'eggs'])"
0.005865884548726837,"frozenset(['cottage cheese', 'french fries'])"
0.004932675643247567,"frozenset(['cottage cheese', 'frozen smoothie'])"
0.006399146780429276,"frozenset(['cottage cheese', 'green tea'])"
0.004666044527396347,"frozenset(['cottage cheese', 'milk'])"
0.009598720170643914,"frozenset(['cottage cheese', 'mineral water'])"
0.03172910278629516,"frozenset(['cottage cheese', 'nan'])"
0.005199306759098787,"frozenset(['cottage cheese', 'pancakes'])"
0.006932409012131715,"frozenset(['cottage cheese', 'spaghetti'])"
0.013198240234635382,"frozenset(['nan', 'eggplant'])"
0.005199306759098787,"frozenset(['energy bar', 'eggs'])"
0.004932675643247567,"frozenset(['eggs', 'energy drink'])"
0.011065191307825623,"frozenset(['escalope', 'eggs'])"
0.036395147313691506,"frozenset(['eggs', 'french fries'])"
0.005999200106652446,"frozenset(['french wine', 'eggs'])"
0.008665511265164644,"frozenset(['eggs', 'fresh bread'])"
0.005865884548726837,"frozenset(['fresh tuna', 'eggs'])"
0.011065191307825623,"frozenset(['frozen smoothie', 'eggs'])"
0.021730435941874418,"frozenset(['eggs', 'frozen vegetables'])"
0.009065457938941474,"frozenset(['eggs', 'grated cheese'])"
0.025463271563791495,"frozenset(['eggs', 'green tea'])"
0.019997333688841486,"frozenset(['eggs', 'ground beef'])"
0.006265831222503666,"frozenset(['eggs', 'ham'])"
0.012531662445007332,"frozenset(['eggs', 'herb & pepper'])"
0.005732568990801226,"frozenset(['honey', 'eggs'])"
0.005465937874950006,"frozenset(['light mayo', 'eggs'])"
0.01679776029862685,"frozenset(['eggs', 'low fat yogurt'])"
0.03079589388081589,"frozenset(['eggs', 'milk'])"
0.05092654312758299,"frozenset(['mineral water', 'eggs'])"
0.17970937208372217,"frozenset(['eggs', 'nan'])"
0.011998400213304892,"frozenset(['olive oil', 'eggs'])"
0.021730435941874418,"frozenset(['pancakes', 'eggs'])"
0.004532728969470737,"frozenset(['parmesan cheese', 'eggs'])"
0.004666044527396347,"frozenset(['eggs', 'pepper'])"
0.007065724570057326,"frozenset(['eggs', 'red wine'])"
0.008265564591387815,"frozenset(['eggs', 'salmon'])"
0.014131449140114652,"frozenset(['eggs', 'shrimp'])"
0.009065457938941474,"frozenset(['soup', 'eggs'])"
0.036528462871617116,"frozenset(['eggs', 'spaghetti'])"
0.005065991201173177,"frozenset(['eggs', 'tomato juice'])"
0.012265031329156113,"frozenset(['eggs', 'tomatoes'])"
0.01946407145713905,"frozenset(['turkey', 'eggs'])"
0.004799360085321957,"frozenset(['eggs', 'vegetables mix'])"
0.004932675643247567,"frozenset(['whole wheat pasta', 'eggs'])"
0.010931875749900012,"frozenset(['eggs', 'whole wheat rice'])"
0.004532728969470737,"frozenset(['eggs', 'yogurt cake'])"
0.004799360085321957,"frozenset(['energy bar', 'french fries'])"
0.005465937874950006,"frozenset(['energy bar', 'milk'])"
0.006799093454206106,"frozenset(['energy bar', 'mineral water'])"
0.027063058258898813,"frozenset(['energy bar', 'nan'])"
0.0061325156645780565,"frozenset(['french fries', 'energy drink'])"
0.005599253432875617,"frozenset(['mineral water', 'energy drink'])"
0.026529796027196375,"frozenset(['nan', 'energy drink'])"
0.01639781362485002,"frozenset(['escalope', 'french fries'])"
0.005465937874950006,"frozenset(['frozen smoothie', 'escalope'])"
0.007598986801759766,"frozenset(['escalope', 'frozen vegetables'])"
0.004799360085321957,"frozenset(['escalope', 'grated cheese'])"
0.008932142381015865,"frozenset(['escalope', 'green tea'])"
0.008265564591387815,"frozenset(['escalope', 'ground beef'])"
0.004666044527396347,"frozenset(['escalope', 'low fat yogurt'])"
0.007732302359685375,"frozenset(['escalope', 'milk'])"
0.017064391414478068,"frozenset(['escalope', 'mineral water'])"
0.005732568990801226,"frozenset(['escalope', 'mushroom cream sauce'])"
0.0793227569657379,"frozenset(['escalope', 'nan'])"
0.005865884548726837,"frozenset(['pancakes', 'escalope'])"
0.005865884548726837,"frozenset(['pasta', 'escalope'])"
0.013998133582189041,"frozenset(['escalope', 'spaghetti'])"
0.005465937874950006,"frozenset(['escalope', 'tomatoes'])"
0.005199306759098787,"frozenset(['escalope', 'whole wheat rice'])"
0.005732568990801226,"frozenset(['mineral water', 'extra dark chocolate'])"
0.011998400213304892,"frozenset(['nan', 'extra dark chocolate'])"
0.009065457938941474,"frozenset(['flax seed', 'nan'])"
0.008265564591387815,"frozenset(['french fries', 'fresh bread'])"
0.014531395813891481,"frozenset(['frozen smoothie', 'french fries'])"
0.019064124783362217,"frozenset(['frozen vegetables', 'french fries'])"
0.010398613518197574,"frozenset(['french fries', 'grated cheese'])"
0.028529529396080524,"frozenset(['french fries', 'green tea'])"
0.01386481802426343,"frozenset(['french fries', 'ground beef'])"
0.005599253432875617,"frozenset(['ham', 'french fries'])"
0.006932409012131715,"frozenset(['herb & pepper', 'french fries'])"
0.008932142381015865,"frozenset(['honey', 'french fries'])"
0.007332355685908546,"frozenset(['french fries', 'hot dogs'])"
0.007332355685908546,"frozenset(['light mayo', 'french fries'])"
0.013331555792560993,"frozenset(['low fat yogurt', 'french fries'])"
0.023730169310758567,"frozenset(['french fries', 'milk'])"
0.03372883615517931,"frozenset(['mineral water', 'french fries'])"
0.005332622317024397,"frozenset(['muffins', 'french fries'])"
0.004666044527396347,"frozenset(['french fries', 'mushroom cream sauce'])"
0.1709105452606319,"frozenset(['nan', 'french fries'])"
0.009198773496867084,"frozenset(['olive oil', 'french fries'])"
0.020130649246767097,"frozenset(['pancakes', 'french fries'])"
0.005332622317024397,"frozenset(['red wine', 'french fries'])"
0.004799360085321957,"frozenset(['rice', 'french fries'])"
0.005865884548726837,"frozenset(['salmon', 'french fries'])"
0.009998666844420743,"frozenset(['french fries', 'shrimp'])"
0.007598986801759766,"frozenset(['soup', 'french fries'])"
0.027596320490601255,"frozenset(['spaghetti', 'french fries'])"
0.005732568990801226,"frozenset(['strawberries', 'french fries'])"
0.007065724570057326,"frozenset(['french fries', 'tomato juice'])"
0.011998400213304892,"frozenset(['french fries', 'tomatoes'])"
0.010665244634048793,"frozenset(['turkey', 'french fries'])"
0.005599253432875617,"frozenset(['vegetables mix', 'french fries'])"
0.005465937874950006,"frozenset(['whole wheat pasta', 'french fries'])"
0.010531929076123183,"frozenset(['whole wheat rice', 'french fries'])"
0.005065991201173177,"frozenset(['french fries', 'yogurt cake'])"
0.004932675643247567,"frozenset(['french wine', 'milk'])"
0.008265564591387815,"frozenset(['french wine', 'mineral water'])"
0.022530329289428077,"frozenset(['french wine', 'nan'])"
0.007732302359685375,"frozenset(['french wine', 'spaghetti'])"
0.006799093454206106,"frozenset(['frozen vegetables', 'fresh bread'])"
0.006399146780429276,"frozenset(['fresh bread', 'green tea'])"
0.0061325156645780565,"frozenset(['fresh bread', 'ground beef'])"
0.009198773496867084,"frozenset(['fresh bread', 'milk'])"
0.013331555792560993,"frozenset(['mineral water', 'fresh bread'])"
0.043060925209972005,"frozenset(['nan', 'fresh bread'])"
0.005065991201173177,"frozenset(['olive oil', 'fresh bread'])"
0.005332622317024397,"frozenset(['pancakes', 'fresh bread'])"
0.005199306759098787,"frozenset(['fresh bread', 'shrimp'])"
0.009065457938941474,"frozenset(['spaghetti', 'fresh bread'])"
0.004666044527396347,"frozenset(['fresh bread', 'tomatoes'])"
0.004799360085321957,"frozenset(['fresh tuna', 'milk'])"
0.008798826823090255,"frozenset(['fresh tuna', 'mineral water'])"
0.022263698173576856,"frozenset(['fresh tuna', 'nan'])"
0.005065991201173177,"frozenset(['pancakes', 'fresh tuna'])"
0.006799093454206106,"frozenset(['fresh tuna', 'spaghetti'])"
0.004532728969470737,"frozenset(['mineral water', 'fromage blanc'])"
0.013598186908412212,"frozenset(['fromage blanc', 'nan'])"
0.009998666844420743,"frozenset(['frozen smoothie', 'frozen vegetables'])"
0.011198506865751233,"frozenset(['frozen smoothie', 'green tea'])"
0.007598986801759766,"frozenset(['frozen smoothie', 'ground beef'])"
0.005865884548726837,"frozenset(['honey', 'frozen smoothie'])"
0.004799360085321957,"frozenset(['frozen smoothie', 'hot dogs'])"
0.007332355685908546,"frozenset(['frozen smoothie', 'low fat yogurt'])"
0.014264764698040262,"frozenset(['frozen smoothie', 'milk'])"
0.020263964804692707,"frozenset(['frozen smoothie', 'mineral water'])"
0.0631915744567391,"frozenset(['frozen smoothie', 'nan'])"
0.006932409012131715,"frozenset(['olive oil', 'frozen smoothie'])"
0.009065457938941474,"frozenset(['pancakes', 'frozen smoothie'])"
0.005065991201173177,"frozenset(['frozen smoothie', 'salmon'])"
0.007332355685908546,"frozenset(['frozen smoothie', 'shrimp'])"
0.01559792027729636,"frozenset(['frozen smoothie', 'spaghetti'])"
0.006532462338354886,"frozenset(['frozen smoothie', 'tomatoes'])"
0.005999200106652446,"frozenset(['frozen smoothie', 'whole wheat rice'])"
0.006799093454206106,"frozenset(['frozen vegetables', 'grated cheese'])"
0.01439808025596587,"frozenset(['frozen vegetables', 'green tea'])"
0.01693107585655246,"frozenset(['frozen vegetables', 'ground beef'])"
0.005999200106652446,"frozenset(['frozen vegetables', 'herb & pepper'])"
0.007598986801759766,"frozenset(['honey', 'frozen vegetables'])"
0.010131982402346354,"frozenset(['frozen vegetables', 'low fat yogurt'])"
0.023596853752832957,"frozenset(['frozen vegetables', 'milk'])"
0.03572856952406346,"frozenset(['mineral water', 'frozen vegetables'])"
0.09532062391681109,"frozenset(['frozen vegetables', 'nan'])"
0.011331822423676844,"frozenset(['olive oil', 'frozen vegetables'])"
0.013464871350486601,"frozenset(['pancakes', 'frozen vegetables'])"
0.005465937874950006,"frozenset(['parmesan cheese', 'frozen vegetables'])"
0.006265831222503666,"frozenset(['frozen vegetables', 'salmon'])"
